Location,Trees Lost,Climate,Latitude,Longitude,Recommended Tree,Trees to Plant,Carbon Absorption (kg/year),Average Temperature (°C),Average Rainfall (mm/year)
Toronto,971,Desert,25.27,-80.2191,Redwood,1097,45,5.228197016210251,700
Toronto,104,Subtropical,-1.688,26.2337,Teak,294,34,36.2205713059657,1235
California,782,Desert,-6.561,124.1842,Cedar,919,42,14.49009034294641,1956
New York,994,Tropical,-26.6242,16.6535,Silver Birch,1169,38,3.68543720480179,2024
Cape Town,325,Tropical,48.6413,37.6924,Oak,430,30,-0.5876518886425934,2635
Beijing,615,Desert,15.6852,-62.0906,Oak,771,22,28.65132336574235,1268
Cape Town,739,Desert,46.1088,-19.8325,Baobab,851,56,13.214520844361175,2991
Toronto,892,Desert,-29.4974,121.8251,Baobab,1160,48,23.801012683031477,2086
Cape Town,679,Subtropical,-12.679,-119.8457,Cedar,938,17,1.5803373265637433,877
Sydney,500,Temperate,6.821,-88.003,Mangrove,798,27,11.268137368127125,1781
Mumbai,315,Coastal,37.1823,54.7682,Oak,474,58,2.0048632113487317,2695
Cape Town,304,Continental,-9.929,-6.8347,Silver Birch,438,42,18.55229014816572,2784
Toronto,410,Coastal,-4.9879,-60.4627,Redwood,648,42,23.29099094775695,613
Amazon Rainforest,679,Subtropical,12.9346,-58.9729,Teak,882,26,1.2309169965857665,2550
California,377,Subtropical,33.172,-88.8057,Cedar,619,10,28.88068857425356,2587
Indonesia,663,Temperate,45.1298,-12.5847,Cedar,819,59,37.703098566587,2597
New York,815,Subtropical,9.7522,118.3252,Silver Birch,1114,43,-0.33906195836779673,1489
California,487,Coastal,-39.7941,-30.3077,Oak,769,53,1.1665177133582603,1718
Indonesia,957,Mediterranean,1.9533,16.1597,Redwood,1049,35,25.27930004978084,1198
London,305,Continental,46.5108,-33.3265,Maple,476,51,27.82913700427025,2421
California,897,Desert,-27.6657,85.2311,Eucalyptus,981,28,22.261774437099998,1212
Amazon Rainforest,994,Tropical,13.7007,-46.7636,Baobab,1291,41,4.80291400895811,2913
London,938,Mediterranean,-21.3382,43.1966,Pine,1184,25,22.411770048988235,877
Indonesia,198,Continental,-20.7826,-15.7093,Silver Birch,415,35,5.450377916585635,2517
Sydney,504,Temperate,12.6886,-90.2992,Maple,783,55,29.19151438580154,880
New York,127,Desert,-45.1928,9.5337,Baobab,422,25,3.3058156356128254,866
Amazon Rainforest,147,Desert,20.7407,20.9424,Silver Birch,418,22,26.52042231173383,2641
Sydney,115,Coastal,-8.1523,-69.9259,Cedar,288,21,16.481625724413668,1561
Sydney,478,Desert,31.7695,72.2237,Teak,544,52,0.8505846183528929,1908
Indonesia,321,Coastal,-47.1386,125.5341,Baobab,619,45,-4.1578953841691515,587
New York,927,Continental,-41.1577,115.3063,Silver Birch,1091,27,19.78798969528046,1083
Indonesia,799,Mediterranean,3.0728,-51.3644,Redwood,979,52,38.035156558347296,1487
Sydney,320,Coastal,-10.0702,61.925,Silver Birch,370,50,25.111607985993253,2209
Beijing,359,Desert,-16.9088,-84.7105,Teak,442,51,-3.40204369286396,2894
Sydney,593,Mediterranean,-32.1944,78.2065,Silver Birch,713,22,20.845175173698554,2207
Indonesia,665,Coastal,-46.1099,-90.2101,Pine,912,57,18.145336354792743,2752
New York,527,Continental,-32.6704,37.5852,Cedar,739,25,-2.4104239458447636,690
Sydney,754,Temperate,-38.2799,88.7306,Silver Birch,983,22,8.06798337930237,472
Beijing,791,Tropical,36.3707,26.5027,Baobab,888,47,19.909808105480955,1646
Indonesia,893,Mediterranean,-19.7132,-4.7708,Mangrove,1141,20,4.2018259217731995,2724
Sydney,374,Coastal,18.6019,7.2422,Eucalyptus,527,33,38.77030812995912,2511
Beijing,799,Continental,-10.6304,-126.2044,Maple,867,46,39.07687429152912,293
Toronto,162,Temperate,35.7035,100.5842,Eucalyptus,306,52,31.397650299832705,997
California,675,Desert,-4.588,26.258,Baobab,949,21,8.416621957002945,1434
Cape Town,947,Desert,-11.7133,109.7578,Maple,1010,24,37.45322489286999,681
California,497,Temperate,6.5018,-46.7112,Baobab,640,36,32.11076733802906,1643
Cape Town,918,Mediterranean,15.6642,93.1325,Teak,1147,46,-4.601568509247207,2128
California,417,Mediterranean,12.7068,22.9916,Eucalyptus,690,32,16.777125921360863,2011
Sydney,474,Coastal,29.4283,-42.9016,Teak,668,59,39.068515756523446,445
Indonesia,665,Tropical,-9.0655,-129.0244,Maple,758,34,29.41321494593892,1686
Amazon Rainforest,330,Mediterranean,-25.0519,-117.7536,Oak,545,31,-2.103494994027548,2380
Indonesia,650,Mediterranean,48.8263,17.8703,Teak,702,24,26.53146693804411,276
Sydney,390,Continental,8.9398,123.6891,Silver Birch,557,10,11.363240815645334,323
Toronto,249,Coastal,-18.4822,-86.5236,Cedar,322,12,5.625129671918925,2952
Toronto,324,Tropical,2.8143,-88.7986,Eucalyptus,474,59,37.3376553210028,2646
Amazon Rainforest,773,Mediterranean,-32.1241,6.7156,Maple,1066,49,0.4877129838251548,788
California,783,Tropical,25.2335,-22.8911,Pine,840,30,10.900306884272846,1897
London,456,Temperate,27.5564,10.0516,Eucalyptus,750,32,19.136329344477765,2189
Amazon Rainforest,964,Continental,14.3466,-31.31,Maple,1156,23,30.859742281168437,1917
London,859,Continental,9.1384,-69.6243,Cedar,984,42,34.31088627392848,1212
Sydney,559,Desert,19.6569,-50.4967,Eucalyptus,642,42,-1.2153559141006904,498
London,299,Temperate,-2.5061,74.5344,Silver Birch,368,16,3.6103021024607536,612
Beijing,133,Temperate,25.6543,-22.6759,Pine,237,28,2.5663189354316005,572
Mumbai,856,Temperate,-31.1153,-103.4586,Oak,1074,58,22.322470412063108,1595
Toronto,131,Mediterranean,1.6462,-88.8396,Oak,402,25,10.396317231730373,813
California,783,Temperate,-29.318,20.8029,Silver Birch,858,34,23.238360013443796,1019
California,847,Continental,-47.4146,-90.9453,Mangrove,1093,33,19.262198536069455,1035
Beijing,756,Temperate,44.0954,-115.889,Redwood,952,55,28.05225463813631,2293
Indonesia,379,Desert,-22.7661,-7.4047,Mangrove,485,51,17.972632579648117,1119
Indonesia,123,Mediterranean,-35.0075,124.5895,Mangrove,203,59,18.147880718375845,214
Cape Town,192,Subtropical,-12.0155,-59.8511,Silver Birch,437,26,5.904620116272623,1190
California,424,Temperate,44.2558,106.9605,Teak,592,29,37.187254681497585,358
Sydney,144,Mediterranean,-9.7237,-33.9037,Maple,279,14,18.811208613759497,2564
Sydney,220,Subtropical,-36.5817,15.0606,Silver Birch,434,41,36.82433213226958,2085
Beijing,682,Continental,20.1369,-127.9751,Baobab,863,12,24.143793120864505,939
Mumbai,577,Mediterranean,8.4118,36.548,Pine,829,54,14.112693070195768,2117
London,275,Tropical,-8.6603,41.8126,Cedar,327,12,15.481969995841215,548
Amazon Rainforest,589,Temperate,45.3974,-8.4604,Maple,764,59,5.396715951226,1484
Indonesia,788,Coastal,24.2267,-89.5838,Oak,932,43,-4.470802707240547,1035
Sydney,265,Mediterranean,18.3523,-121.2909,Baobab,418,27,28.756947623329793,2810
Beijing,675,Subtropical,-35.7971,-85.5122,Pine,856,11,3.527361255751959,2309
Beijing,874,Coastal,-4.5872,-72.8975,Oak,1100,25,33.34293988175395,2851
Beijing,450,Continental,13.1207,103.2664,Maple,684,18,38.56020614781883,582
Beijing,421,Coastal,24.2986,34.8243,Oak,523,28,-3.9525844685893152,2609
Sydney,256,Continental,-12.1358,-52.3422,Pine,518,12,33.622053907053946,2215
New York,660,Desert,18.8604,-11.5265,Mangrove,828,15,31.208475651578503,2970
Beijing,680,Continental,38.1855,15.5368,Pine,881,29,-3.546679183401137,1706
New York,997,Subtropical,-39.6704,-48.4268,Silver Birch,1296,54,14.96074601611868,311
Sydney,512,Desert,-14.2337,105.5956,Eucalyptus,759,53,7.3020963101931375,2783
Mumbai,167,Tropical,-31.8456,-111.5662,Maple,369,30,22.197012665982047,1882
New York,363,Temperate,-1.2739,96.765,Baobab,490,22,22.236246717990348,844
California,877,Tropical,-46.2544,-30.0428,Pine,1110,27,9.038355610817717,1194
Amazon Rainforest,429,Subtropical,4.4869,-87.3288,Maple,532,53,13.362044469511503,261
Toronto,511,Continental,9.7748,-25.3363,Cedar,701,40,-4.949320768312637,714
California,969,Coastal,-22.7379,-12.7417,Teak,1029,56,9.902397431042115,2492
London,798,Mediterranean,-1.7929,-103.3097,Cedar,1036,57,5.819061060533922,2090
California,108,Desert,29.084,21.8022,Eucalyptus,303,36,17.718614322552277,2109
Amazon Rainforest,743,Subtropical,-1.2506,-20.4389,Pine,1019,38,-1.1833728619411215,1643
Toronto,247,Tropical,-16.0695,-5.8758,Silver Birch,410,49,23.303847368901273,2444
Sydney,426,Subtropical,25.1335,61.6319,Eucalyptus,687,31,30.687460599142206,1931
Beijing,317,Continental,34.8038,-92.905,Redwood,380,48,18.997895861242466,348
Mumbai,630,Temperate,-22.7405,27.2379,Redwood,754,38,36.34829992220917,2934
Indonesia,296,Subtropical,35.7928,27.3225,Pine,518,31,-1.389595651588233,458
Cape Town,725,Desert,1.4289,71.4876,Mangrove,1016,48,32.046457216587264,2129
Mumbai,341,Continental,31.5874,-84.8145,Cedar,628,39,14.315307721196735,502
Indonesia,764,Mediterranean,33.8227,85.0594,Maple,1028,35,30.78613015283988,1356
Beijing,560,Subtropical,8.0103,115.9835,Redwood,775,21,-4.638867689131652,661
Toronto,652,Desert,-20.4813,111.6179,Oak,892,17,-0.26943953309413704,1279
Beijing,641,Coastal,-44.2801,106.7853,Mangrove,757,34,1.177260265797453,1515
California,421,Continental,-10.4748,97.0247,Oak,653,26,18.39062518961062,2896
Amazon Rainforest,110,Continental,47.5314,-25.5186,Redwood,319,20,36.705397750269306,622
Beijing,970,Desert,-25.6546,21.2162,Pine,1247,46,2.665438478296637,2173
Cape Town,885,Coastal,-25.2829,5.8946,Cedar,1010,15,35.88993002063236,2100
Cape Town,945,Desert,-40.6273,65.5903,Mangrove,1068,30,11.209188345782973,2072
Amazon Rainforest,616,Continental,0.9796,-82.1812,Pine,784,43,35.88657966751972,1108
Sydney,434,Coastal,-34.6614,6.2608,Cedar,715,53,7.55039377805026,1577
New York,650,Mediterranean,-43.1945,6.6913,Cedar,767,46,23.714100356126792,807
Indonesia,728,Temperate,-14.2934,-85.5831,Baobab,796,17,27.466548708206176,1325
Toronto,357,Subtropical,-38.3446,33.9771,Oak,484,30,2.966701272275783,1753
Mumbai,751,Temperate,19.7086,-27.0875,Pine,807,10,33.05366076869467,2179
London,614,Coastal,46.2901,-37.0958,Eucalyptus,735,24,23.28389168365571,1255
Cape Town,214,Subtropical,-34.0634,-123.7356,Baobab,513,36,35.43944991111531,2261
Mumbai,983,Continental,10.2598,-115.8768,Mangrove,1038,34,36.550903352879466,2944
London,352,Mediterranean,-31.2972,-103.8968,Cedar,573,44,24.557627330291723,513
California,230,Subtropical,20.7361,-93.1821,Oak,457,15,16.337775713182005,1463
Mumbai,977,Continental,38.4949,-91.6451,Baobab,1043,39,36.38461172919267,899
New York,915,Tropical,-16.6518,-64.7761,Maple,1035,30,21.041832291090763,2844
Cape Town,950,Subtropical,-11.7976,126.9548,Baobab,1126,34,14.426443207365296,2040
New York,356,Mediterranean,-6.8781,26.0127,Oak,650,19,19.268349388232856,1345
California,959,Tropical,-11.8764,-4.331,Pine,1210,15,18.82464395883266,875
Mumbai,662,Desert,14.4813,-82.377,Pine,729,24,29.770936506196726,1005
Cape Town,226,Temperate,-40.7161,86.6414,Teak,339,14,21.86950900005442,288
Toronto,393,Coastal,-47.5378,-92.0943,Mangrove,493,28,-1.5599971295808635,2080
Beijing,932,Desert,2.8142,-129.323,Teak,1220,52,15.167253813326166,1295
Toronto,246,Subtropical,-42.9085,63.1773,Baobab,306,31,11.971957716324017,1837
Beijing,767,Desert,0.2693,-124.2281,Mangrove,903,20,28.60505691898186,1412
New York,568,Continental,-27.4405,77.4821,Maple,792,26,27.390245160941866,1966
Amazon Rainforest,331,Subtropical,-29.3344,-31.1597,Baobab,559,38,-2.0061419439668504,2957
Toronto,687,Tropical,-29.8498,129.6181,Maple,824,45,-0.41279722137718267,2219
Amazon Rainforest,367,Coastal,-24.1262,85.1243,Baobab,635,50,-1.4690504520472643,2040
New York,660,Desert,-45.8905,34.5251,Mangrove,821,24,-3.921566199309013,2014
London,158,Temperate,-14.0545,-5.3393,Baobab,452,46,20.817292162560197,2042
Mumbai,783,Tropical,30.2461,-18.762,Mangrove,1007,16,28.99130629749704,1902
Toronto,648,Mediterranean,-4.7788,-38.3948,Cedar,891,34,38.20394685920145,2019
Indonesia,372,Desert,-31.2357,22.2111,Eucalyptus,516,25,36.93207399011788,1118
Mumbai,736,Temperate,-31.2119,87.2236,Oak,1008,31,28.04346976066674,1012
Amazon Rainforest,987,Continental,-29.8164,-55.3761,Cedar,1178,14,4.265182665326691,2374
Beijing,990,Temperate,-26.5274,-59.8788,Oak,1204,56,38.40348327005127,2312
Toronto,770,Temperate,47.3388,106.9135,Pine,847,46,15.044865198463544,2292
Indonesia,149,Coastal,-19.3787,60.2637,Teak,270,24,34.12528699046394,2555
Beijing,768,Mediterranean,35.7843,44.9997,Eucalyptus,1027,48,8.038051649971273,2649
California,106,Continental,-1.9881,41.6692,Silver Birch,392,30,24.554191123210376,1063
London,729,Coastal,-33.5638,25.3731,Teak,852,10,9.060892126693593,806
California,590,Tropical,11.0382,70.4842,Mangrove,713,28,-2.419883703912954,1412
Indonesia,356,Subtropical,42.8738,-93.3704,Eucalyptus,482,42,14.241711959812811,759
Cape Town,206,Desert,44.3805,-91.8428,Silver Birch,412,41,19.857575790050088,1285
New York,288,Desert,1.4591,9.3176,Cedar,479,30,15.285759264603186,1628
Mumbai,826,Continental,37.3997,19.1765,Baobab,893,58,16.127093973803852,770
Beijing,757,Tropical,32.0253,-90.3366,Maple,834,17,4.663482689362645,1598
Indonesia,288,Mediterranean,37.3747,19.393,Oak,339,47,10.351825949321155,2755
Beijing,564,Subtropical,-47.6009,-40.4873,Oak,856,42,-3.465290332251556,2526
Amazon Rainforest,603,Mediterranean,48.9005,-52.8936,Silver Birch,894,22,7.897709250381878,516
Beijing,473,Coastal,12.398,-43.7321,Maple,712,18,2.834550180579858,1194
Indonesia,375,Desert,-44.4613,-58.4384,Oak,610,22,21.62889092105908,561
New York,805,Desert,-10.5445,-105.002,Mangrove,858,59,30.956990713216868,2312
London,269,Coastal,14.7994,-35.522,Silver Birch,442,21,-2.7930253942822167,2043
Indonesia,343,Subtropical,12.215,11.9994,Mangrove,607,12,8.804388519570606,975
London,585,Temperate,-17.5593,1.1231,Pine,692,13,30.079375232136634,429
Beijing,326,Continental,25.8328,29.6561,Silver Birch,521,59,3.1559776952749328,371
Sydney,389,Temperate,20.6681,30.5199,Oak,546,19,28.35574444146922,2383
Amazon Rainforest,655,Mediterranean,46.7788,-83.8265,Pine,854,50,2.7777593881544282,2449
Sydney,976,Mediterranean,-37.9024,-54.442,Mangrove,1062,48,13.437518640868852,1964
Indonesia,986,Desert,-2.5,63.3789,Oak,1043,34,32.53591647373075,612
Mumbai,155,Desert,13.4178,38.3231,Mangrove,329,35,7.525630964890386,2578
Cape Town,495,Coastal,41.794,-101.9181,Maple,756,52,21.81327062846285,2840
Indonesia,220,Temperate,-25.1817,82.1266,Teak,504,57,15.978705692593397,2873
Cape Town,364,Coastal,-30.862,29.2579,Silver Birch,441,27,16.409528228807467,1761
Amazon Rainforest,230,Tropical,-47.475,16.8181,Teak,428,43,10.213936856486852,363
Cape Town,108,Temperate,33.1398,29.0724,Teak,247,15,27.01715419577075,428
Toronto,667,Continental,28.5393,59.0499,Teak,965,21,29.950466141391843,1427
Beijing,759,Temperate,-6.5495,-96.8532,Baobab,969,28,20.16236679383859,2047
Toronto,992,Mediterranean,25.926,92.947,Baobab,1140,39,22.939715884393237,2820
Toronto,564,Temperate,46.2032,-39.0919,Mangrove,782,29,3.574069799118446,516
Toronto,919,Temperate,-1.8636,-2.7294,Pine,1142,19,3.385175922641306,590
Sydney,126,Tropical,-41.6259,-104.2759,Redwood,262,14,23.816304627786618,729
Sydney,293,Continental,41.788,-77.0085,Oak,367,17,29.52043333504966,977
California,304,Continental,15.7808,-97.3721,Pine,546,48,28.345359371952817,2646
Amazon Rainforest,154,Temperate,-32.7386,-10.9304,Mangrove,384,18,21.634149307721362,1574
Toronto,771,Continental,-20.8716,-125.2006,Oak,950,19,-1.1412485198885571,887
Beijing,779,Tropical,30.8437,45.821,Silver Birch,860,60,10.559556949233663,1182
Indonesia,992,Continental,40.7105,-33.3724,Cedar,1204,39,7.034941694874849,1730
Sydney,122,Subtropical,-14.2215,-112.1114,Cedar,378,52,21.336054121701626,1074
Indonesia,581,Subtropical,18.6036,112.3962,Cedar,772,57,-3.9881198421109,1742
Amazon Rainforest,397,Desert,-23.8078,68.0572,Teak,675,53,-1.680216437292831,2830
Cape Town,109,Temperate,38.0305,-89.463,Maple,287,31,26.68516410441681,820
Cape Town,251,Temperate,7.2874,47.8126,Eucalyptus,391,17,24.826907935599472,809
Indonesia,920,Continental,-31.4511,91.3553,Cedar,1110,23,33.38276375015834,2968
Sydney,748,Coastal,6.0618,63.5678,Cedar,992,43,13.029428752515564,1378
Cape Town,262,Coastal,-20.6815,-75.9281,Silver Birch,340,28,19.080368351765863,2885
Amazon Rainforest,719,Mediterranean,-27.48,92.1121,Redwood,811,34,-4.7522619212527655,543
California,281,Tropical,-4.5947,120.6564,Teak,442,14,34.4494663783563,1097
California,645,Continental,-2.2982,14.4239,Mangrove,739,47,31.108889425123543,2184
Beijing,285,Continental,-28.0161,-22.1719,Redwood,338,29,10.49443928884488,2021
Indonesia,818,Temperate,13.0439,56.4112,Maple,931,15,15.116595844532164,2651
New York,285,Coastal,5.9422,-11.1717,Pine,517,51,24.91446101151646,2124
Indonesia,158,Continental,-35.7842,100.6411,Cedar,347,47,21.546938557201035,464
Mumbai,300,Mediterranean,-47.5639,25.266,Silver Birch,498,39,-2.3262967816549693,1022
Amazon Rainforest,785,Desert,-16.0624,-69.2135,Mangrove,1035,23,-3.3847007784851306,1730
Amazon Rainforest,540,Coastal,-29.8058,94.6143,Pine,717,12,17.577483513826706,424
Cape Town,572,Desert,-36.49,-116.6838,Eucalyptus,806,26,35.548747696510944,1601
Sydney,316,Coastal,25.5087,-80.1175,Oak,482,59,6.821870763898609,2698
Indonesia,738,Coastal,8.2892,-21.6411,Mangrove,991,48,11.316348443550442,2432
Cape Town,231,Mediterranean,-16.7534,-52.3107,Eucalyptus,347,43,9.11683238235903,2347
Cape Town,506,Continental,-48.7794,103.9962,Maple,705,26,18.695168453949723,200
Mumbai,284,Coastal,-23.0543,-121.9344,Redwood,390,17,24.800939545224644,464
Beijing,423,Coastal,2.3046,-46.2833,Mangrove,555,56,39.03446750544796,446
Toronto,577,Tropical,18.3352,39.2979,Eucalyptus,661,25,17.13813352126654,1094
New York,920,Continental,28.0962,113.3031,Pine,1099,31,22.18692776699132,881
Toronto,470,Temperate,-36.1355,33.9764,Mangrove,583,19,8.919254633366236,392
New York,466,Subtropical,-28.7508,-107.1722,Cedar,764,13,20.67307226884281,2262
Indonesia,482,Coastal,5.3886,-38.7009,Cedar,763,50,-4.777123344680177,588
London,860,Mediterranean,-13.4083,-86.6064,Eucalyptus,1145,57,1.7436817235300222,1744
Beijing,427,Subtropical,20.1246,49.9659,Mangrove,659,17,-2.1464795254920324,1422
Mumbai,600,Tropical,41.1965,-125.1946,Baobab,880,55,14.526307143741466,2794
Beijing,847,Subtropical,23.617,-70.7009,Redwood,1024,25,1.8130368775279901,1040
Cape Town,227,Desert,-20.8473,92.3186,Redwood,408,18,13.180171030513861,1008
Toronto,442,Continental,-7.6729,-97.0077,Oak,524,18,3.6760708105791444,1998
Toronto,144,Tropical,-23.8328,17.2224,Pine,258,53,9.087307359531321,1925
Sydney,728,Coastal,24.8837,57.4426,Teak,855,20,16.45167355329782,2795
Toronto,725,Mediterranean,-30.541,110.6833,Silver Birch,943,50,19.498828446463346,2212
California,707,Continental,20.8303,103.4268,Oak,825,43,11.893156426488819,2013
New York,976,Desert,-33.9825,-30.3753,Mangrove,1240,36,10.88170768809292,322
Cape Town,402,Tropical,14.2596,-76.3656,Baobab,631,53,-4.088066771952268,1878
Toronto,192,Coastal,35.546,-35.6089,Mangrove,250,60,6.507987550717132,1290
Mumbai,204,Desert,-17.11,-3.442,Baobab,353,49,30.06022326313895,494
Mumbai,723,Subtropical,-47.3548,24.3821,Cedar,840,28,8.003823794254046,2898
Beijing,728,Coastal,30.8791,-74.2223,Pine,838,12,38.78155431056681,2969
Beijing,162,Subtropical,-28.8704,-45.9701,Mangrove,328,51,11.943270669713808,728
Cape Town,933,Coastal,45.5221,82.1885,Teak,1112,13,10.716128870049888,2432
Beijing,575,Temperate,35.6628,4.3141,Silver Birch,801,35,27.917206423876628,2101
Toronto,376,Continental,-49.1449,35.0677,Maple,649,54,29.61510109177901,875
Toronto,634,Continental,-32.9919,30.2842,Baobab,799,11,7.053644702465798,1423
Cape Town,340,Temperate,18.8431,-62.3314,Oak,524,22,14.685543968780554,2071
Toronto,183,Mediterranean,13.3171,91.6528,Mangrove,233,51,15.651249410655556,1527
Toronto,519,Subtropical,28.2054,84.9766,Teak,757,49,28.149857787091285,2891
Beijing,793,Tropical,20.504,85.6045,Redwood,1016,49,-3.124537495787678,2259
Cape Town,692,Continental,3.8876,26.7075,Silver Birch,811,26,-2.4347438191257686,2618
California,137,Subtropical,23.9923,94.077,Teak,325,25,2.387620118435624,2292
Sydney,140,Coastal,-20.993,20.6297,Redwood,429,58,17.23254598211665,882
London,804,Subtropical,47.8743,-11.3345,Redwood,888,37,27.84361789206251,1314
California,603,Temperate,-31.7839,-72.9283,Redwood,747,25,27.387402801760317,582
Sydney,726,Mediterranean,-44.1763,-41.0642,Eucalyptus,839,29,28.3360508066069,318
London,991,Mediterranean,-36.7477,122.9998,Pine,1086,31,10.459080505379005,2731
New York,456,Tropical,2.2878,39.7705,Pine,657,24,5.097630898914547,428
